coreID,species,annotation.ID,image.ID,image.URL,flower,is.duplicated,set.number,sequence,username,user.ID,Year,Month,Day,Latitude,Longitude,Elevation,julian,L4,L3,L2,L1,tmean01,tmean02,tmean03,tmean04,tmean05,tmean06,tmean07,tmean08,tmean09,tmean10,tmean11,tmean12,bio1,bio4,bio10,bio11,precip01,precip02,precip03,precip04,precip05,precip06,precip07,precip08,precip09,precip10,precip11,precip12,bio12,bio15,bio16,bio17
13824888,Aconitum_columbianum,8631087,296915,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.13824888.jpg,12,FALSE,1,10,A24L27PW25DN6Z,19195,2000,7,5,39.59537,-106.27752,2998,187,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-7.01,-4.66,-3.07,2.51,6.65,10.46,14.29,13.37,9.24,4.14,-8.27,-8.56,2.424,8.511,12.707,-7.947,104.032,82.218,80.937,90.208,51.772,44.156,40.805,100.904,54.493,31.556,65.125,74.946,821.152,35.194,295.144,116.517
3015910,Aconitum_columbianum,8631116,296703,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.3015910.jpg,2,FALSE,1,6,A2NGDVS9H69CJ7,20443,2000,8,17,39.28,-106.37,3097,230,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-7.75,-5.2,-4.5,1.58,6.36,10.57,13.34,12.66,8.41,3.61,-7.32,-7.69,2.006,8.249,12.19,-7.587,56.345,35.897,55.202,51.042,35.056,32.003,52.486,82.644,46.163,22.295,36.265,36.334,541.732,35.095,194.191,89.354
3030209,Aconitum_columbianum,8631124,296707,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.3030209.jpg,4,FALSE,1,1,A300UPNTHSR0IM,19628,2010,7,15,38.95633,-106.99018,2881,196,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-9.25,-10.04,-4.1,0.67,4.29,11.84,14.77,13.02,10.6,4.47,-4.91,-5.75,2.134,8.968,13.21,-8.347,87.671,113.142,45.333,114.679,67.202,43.784,36.696,89.251,37.899,109.349,78.058,246.773,1069.837,64.562,474.594,118.379
518159,Aconitum_columbianum,8631291,296686,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.518159.jpg,8,FALSE,3,2,A12FVED8BAXLEE,12941,1993,7,16,40.38,-106.13,2938,197,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-8.98,-8.9,-4.99,-2.13,4.84,7.6,9.97,10.64,7.77,2.38,-6.78,-8.1,0.277,7.745,9.46,-8.66,47.811,81.558,53.209,77.695,37.282,61.892,17.27,44.212,49.591,64.477,47.117,25.186,607.3,37.752,223.73,79.738
523321,Aconitum_columbianum,8631374,296690,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.523321.jpg,7,FALSE,1,3,A1QJXXCPBTTHRA,19408,2003,8,2,39.5,-106.16,2987,214,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-3.34,-8.08,-3.43,1.36,5.72,9.27,15.53,13.52,7.93,6.45,-3.43,-5.22,3.023,7.784,12.773,-5.577,35.483,60.474,96.682,67.972,32.949,51.15,24.304,79.317,44.445,12.698,54.029,33.325,592.828,48.622,243.971,69.951
526006,Aconitum_columbianum,8631537,296693,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.526006.jpg,2,FALSE,1,4,A1QJXXCPBTTHRA,19408,1993,8,3,40.38,-106.45,2757,215,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-7.75,-7.36,-2.97,-1.07,5.97,9.38,11.68,12.2,7.56,2.46,-6.88,-7.8,1.285,7.889,11.087,-7.637,77.567,105.573,70.971,97.164,46.583,50.979,16.638,34.512,48.336,80.055,62.101,50.175,740.654,41.686,282.792,97.733
526007,Aconitum_columbianum,8631871,296694,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.526007.jpg,5,FALSE,1,5,A1QJXXCPBTTHRA,19408,1993,8,3,40.38,-106.45,2757,215,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-7.75,-7.36,-2.97,-1.07,5.97,9.38,11.68,12.2,7.56,2.46,-6.88,-7.8,1.285,7.889,11.087,-7.637,77.567,105.573,70.971,97.164,46.583,50.979,16.638,34.512,48.336,80.055,62.101,50.175,740.654,41.686,282.792,97.733
507171,Aconitum_columbianum,8631904,296684,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.507171.jpg,3,FALSE,3,8,A12FVED8BAXLEE,12941,1993,7,26,40.31,-106.41,2944,207,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-8.14,-7.5,-3.46,-1.5,5.42,8.74,11.59,12.22,7.57,2.22,-6.44,-7.98,1.062,7.863,10.85,-7.873,72.276,96.937,76.532,112.676,45.574,62.537,16.3,46.5,46.372,78.995,60.881,45.127,760.707,41.191,288.608,107.001
522158,Aconitum_columbianum,8632052,296689,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.522158.jpg,3,FALSE,1,6,A1QJXXCPBTTHRA,19408,1993,8,24,37.58,-107.95,2775,236,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-4.97,-4.15,-0.22,1.77,6.88,10.14,13.71,12.8,8.97,4.21,-2.86,-5.24,3.42,7.01,12.217,-4.787,146.986,176.269,68.34,34.154,57.651,13.008,3.65,97.933,30.236,60.533,75.225,24.362,788.347,80.349,421.188,41.02
15064222,Aconitum_columbianum,8632719,296959,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.15064222.jpg,13,FALSE,1,3,A34NKRMI8IMXUA,20479,1984,7,26,38.95768825,-107.0847941,2929,208,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-11.13,-8.22,-5.6,-2.25,6.54,9.28,13.27,13.02,8.84,0.03,-3.89,-6.95,1.078,8.686,11.857,-8.767,52.476,64.112,163.735,169.164,90.913,128.006,92.129,119.237,63.737,184.069,86.716,174.29,1388.584,41.038,527.523,180.325
21310040,Aconitum_columbianum,8632975,297040,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.21310040.jpg,4,FALSE,4,9,A12FVED8BAXLEE,12941,1982,8,13,37.78803,-108.066749,2782,225,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-6.82,-5.96,-2.72,0.75,5.28,9.3,12.94,13.36,9.27,3.13,-2.44,-5.09,2.583,7.372,11.867,-5.957,103.613,57.969,112.065,29.146,70.021,10.078,62.873,153.014,113.262,29.425,69.862,57.872,869.2,57.135,378.341,68.649
24604087,Aconitum_columbianum,8633290,297083,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.24604087.jpg,11,FALSE,5,2,A12FVED8BAXLEE,12941,2008,7,7,36.870651,-105.190056,2973,189,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-6.71,-4.019,-1.68,1.94,6.49,12.63,14.3,13.74,10.42,6.18,1.73,-3.76,4.272,7.432,13.557,-4.83,79.305,61.982,49.948,43.949,36.73,14.761,93.39,85.276,33.175,43.006,24.927,103.666,670.115,51.265,282.332,72.863
24604110,Aconitum_columbianum,8633352,297085,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.24604110.jpg,3,FALSE,5,3,A12FVED8BAXLEE,12941,2003,7,24,35.78,-105.558,3442,205,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-1.97,-5.87,-3.2,0.76,5.69,9.3,14.47,11.64,8.76,6.25,-2.06,-4.45,3.277,6.901,11.803,-4.507,26.315,106.988,108.676,30.628,24.137,60.712,26.953,151.78,39.844,29.171,53.048,41.704,699.956,71.407,367.444,77.405
3015912,Aconitum_columbianum,8633855,296705,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.3015912.jpg,6,FALSE,1,6,A300UPNTHSR0IM,19628,1993,7,26,40.31,-106.41,2944,207,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-8.14,-7.5,-3.46,-1.5,5.42,8.74,11.59,12.22,7.57,2.22,-6.44,-7.98,1.062,7.863,10.85,-7.873,72.276,96.937,76.532,112.676,45.574,62.537,16.3,46.5,46.372,78.995,60.881,45.127,760.707,41.191,288.608,107.001
507159,Aconitum_columbianum,8633926,296675,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.507159.jpg,7,FALSE,1,6,A29YTD3HYVIZHM,19680,1987,7,29,40.88,-107,2765,210,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-7.65,-4.37,-4.09,3.4,7.36,12.4,14.34,13.26,10.16,5.45,-2.64,-8.34,3.273,8.4,13.333,-6.787,82.589,40.402,71.318,32.822,51.891,30.222,54.649,47.26,8.49,28.198,59.974,95.365,603.18,49.036,249.272,66.91
507149,Aconitum_columbianum,8634394,296672,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.507149.jpg,25,FALSE,1,7,A29YTD3HYVIZHM,19680,1982,7,22,40.75,-107.34,2797,203,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-9.59,-7.36,-3.47,-0.36,4.97,9.81,15.13,15.92,9.5,1.75,-4.4,-7.4,2.042,8.939,13.62,-8.117,202.508,71.567,209.028,99.132,123.659,31.789,55.104,35.717,93.281,87.325,145.316,102.045,1256.471,55.062,556.852,122.61
6097972,Aconitum_columbianum,8634686,296801,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.6097972.jpg,10,FALSE,2,1,A7QIDZK34T9YT,19971,1985,7,25,37.457267,-108.150362,2804,206,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-6.37,-7.78,-2.74,2.5,6.48,11.77,14.19,13.61,7.71,4.77,-2.36,-5.62,3.013,7.934,13.19,-6.59,38.96,50.307,141.412,65.477,51.546,15.035,117.787,45.074,131.241,69.111,158.731,45.422,930.103,60.627,431.384,99.069
11091533,Aconitum_columbianum,8635001,296813,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.11091533.jpg,11,FALSE,3,7,A34NKRMI8IMXUA,20479,2016,6,30,38.96068,-106.98158,3006,182,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-9.47,-5.88,-2.48,1.03,4.99,13.16,14.38,12.03,9.33,5.35,-0.2,-8.88,2.78,8.436,13.19,-8.077,65.303,51.971,67.708,83.041,74.343,9.824,40.264,91.959,52.879,26.333,62.842,127.819,754.286,49.178,302.819,76.421
13822863,Aconitum_columbianum,8635212,296900,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.13822863.jpg,11,FALSE,1,3,A12FVED8BAXLEE,12941,1997,8,13,37.7803052,-108.0273351,3143,225,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-7.57,-6.13,-1.38,-2.009,4.34,8.66,11.31,11.14,9.02,2.42,-3.04,-7.87,1.574,7.232,10.49,-7.19,170.969,42.505,35.157,117.306,101.046,34.877,54.741,111.806,77.502,78.971,85.495,55.691,966.066,50.021,400.081,112.539
21995221,Aconitum_columbianum,8637169,297050,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.21995221.jpg,10,FALSE,1,3,ALVTIUDRO3GL,20555,2013,7,22,39.487251,-106.259876,3436,203,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-10.36,-10.74,-6.19,-3.32,4.05,10.33,12.21,11.5,7.89,-0.08,-4.84,-9.55,0.075,8.807,11.347,-10.217,36.044,48.613,108.416,127.128,77.446,5.437,60.805,118.071,105.636,71.589,71.509,62.477,893.171,48.041,353.615,90.094
14907815,Aconitum_columbianum,8637943,296947,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.14907815.jpg,2,FALSE,1,1,A2AN9R6J4ASQ0U,20590,1980,7,26,39.569731,-106.292524,3549,208,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-9.93,-7.32,-7.98,-3.84,1.21,9.41,13.51,11.21,8.13,1.33,-4.71,-4.1,0.577,8.156,11.377,-8.41,155.076,94.346,108.738,87.78,86.847,0,38.833,45.55,38.116,63.648,38.928,36.401,794.263,63.412,358.16,74.517
22889995,Aconitum_columbianum,8637801,297076,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.22889995.jpg,11,FALSE,1,4,ALVTIUDRO3GL,20555,2019,7,23,38.945271,-106.975062,2880,204,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-12.07,-11.51,-4.77,0.47,2.95,9.47,13.72,13.5,10.24,0.3,-3.48,-11.8,0.585,9.64,12.487,-11.793,88.795,95.399,161.371,74.537,108.961,33.844,28.927,29.642,14.175,39.938,40.359,82.874,798.822,64.742,365.731,72.744
6076663,Aconitum_columbianum,8638675,296797,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.6076663.jpg,1,FALSE,2,4,A24IJZVL82UA28,20530,1997,8,31,37.2031,-106.7624,2670,243,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-6.02,-4.5,1.14,1.15,7.57,11.8,14.68,14.09,12.33,4.56,-1.5,-6.23,4.089,7.879,13.7,-5.583,150.096,49.41,22.021,73.266,55.003,39.16,76.938,102.865,93.722,66.288,67.35,47.609,843.728,48.021,346.683,108.79
4088476,Aconitum_columbianum,8639559,296756,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.4088476.jpg,5,FALSE,1,1,AV32ZQ66MEY5U,20600,1980,8,5,36.568781,-105.38985,3345,218,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-5.95,-4.52,-4.77,-1.4,3.35,11.92,14.17,12.04,9.31,2.54,-2.43,-1.48,2.732,7.332,12.71,-5.08,108.895,87.742,110.329,95.799,117.929,1.784,29.4,51.657,49.925,57.731,42.149,18.155,771.495,60.571,337.153,49.339
29285136,Aconitum_columbianum,8640587,297110,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.29285136.jpg,9,FALSE,1,8,A24L27PW25DN6Z,19195,2019,7,29,38.9314204,-107.0124967,2943,210,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-7.61,-8.189,-2.75,1.89,3.16,9.9,15,14.81,11.87,1.16,-1.94,-8.32,2.415,8.706,13.893,-8.04,100.789,106.519,175.123,84.811,126.706,35.918,28.129,31.634,15.43,44.243,43.125,90.581,883.008,65.799,408.348,75.193
22076239,Aconitum_columbianum,8640892,297075,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.22076239.jpg,0,FALSE,1,10,A24L27PW25DN6Z,19195,2019,7,11,38.9453,-106.9754,2879,192,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-12.07,-11.51,-4.77,0.47,2.95,9.47,13.72,13.5,10.24,0.3,-3.48,-11.8,0.585,9.64,12.487,-11.793,88.795,95.399,161.371,74.537,108.961,33.844,28.927,29.642,14.175,39.938,40.359,82.874,798.822,64.742,365.731,72.744
3110526,Aconitum_columbianum,8651721,296729,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.3110526.jpg,2,FALSE,1,6,A1V0ZQ68QCO8O4,19472,1995,8,17,37.594403,-108.014985,3260,229,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-7.02,-1.09,-2.16,-1.19,2.35,8.02,12.18,13.55,8.93,4.2,0.15,-4.43,2.791,6.619,11.553,-4.537,102.717,89.144,190.122,80.005,112.525,58.752,43.578,88.528,67.547,6.566,42.1,35.507,917.091,61.684,405.364,84.173
24214852,Aconitum_columbianum,8657579,297077,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.24214852.jpg,0,FALSE,6,3,A24LKC3LQ8ZOLY,13390,1983,8,3,36.55694,-106.32917,3043,215,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-3.97,-4.87,-3.28,-3.07,3.54,8.62,13.51,13.54,10.65,4.17,-2.9,-7.15,2.399,7.59,12.567,-5.33,61.56,88.117,165.705,68.617,55.518,30.246,44.925,85.871,26.258,24.562,146.31,211.858,1009.547,71.464,523.873,81.066
24214971,Aconitum_columbianum,8658049,297079,https://crowdcurio-experiment-images.s3.amazonaws.com/Aconitum_columbianum/images/Aconitum_columbianum.24214971.jpg,23,FALSE,6,8,A24LKC3LQ8ZOLY,13390,1983,8,3,36.55694,-106.32917,3043,215,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-3.97,-4.87,-3.28,-3.07,3.54,8.62,13.51,13.54,10.65,4.17,-2.9,-7.15,2.399,7.59,12.567,-5.33,61.56,88.117,165.705,68.617,55.518,30.246,44.925,85.871,26.258,24.562,146.31,211.858,1009.547,71.464,523.873,81.066
25809686,Agoseris_aurantiaca,9416534,332554,https://crowdcurio-experiment-images.s3.amazonaws.com/Agoseris_aurantiaca/images/Agoseris_aurantiaca.25809686.jpg,1,FALSE,1,3,A1PV32JENHIAN0,20317,2020,8,2,37.536753,-107.69571,3335,215,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-7.63,-7.6,-4.16,0.25,6.31,10.27,12.63,13.78,9.05,5.98,-2.27,-7.15,2.455,8.144,12.227,-7.46,40.763,38.68,125.893,13.756,16.583,33.766,72.302,18.313,31.684,16.128,66.253,54.636,528.757,73.425,264.448,46.467
24444012,Agoseris_aurantiaca,9417090,332549,https://crowdcurio-experiment-images.s3.amazonaws.com/Agoseris_aurantiaca/images/Agoseris_aurantiaca.24444012.jpg,6,FALSE,1,5,A1PV32JENHIAN0,20317,1983,7,28,39.067658,-106.501198,3100,209,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-7.02,-7,-5.52,-4.77,1.74,7.39,12.74,12.83,9.08,3.08,-4.33,-9.56,0.722,8.157,11.55,-7.86,22.869,37.955,84.852,66.014,98.606,51.627,56.556,105.18,18.042,29.801,97.431,126.663,795.596,54.141,330.449,70.712
